nome|classes|posicoes|tipo_range|tipo_dano|habilidade_passiva|habilidade_q|habilidade_w|habilidade_e|habilidade_r
Viktor|Battlemage|Middle|Ranged|Magic|"Glorious Evolution - Innate:   Viktor  can augment each of his basic  abilities  at the cost of 100  Hex Fragments , which he gains from killing enemies:
"|Siphon Power - Active:   Viktor  throws a device at the target enemy that deals  magic damage . He also grants himself a    shield  for  27 − 105 (based on level)   (+ 18% AP)  for 2. 5  seconds and gains  Discharge  for 3. 5  seconds.|Gravity Field - Active:   Viktor  deploys a gravity field at the target location for 4 seconds. After a 0. 75 -second delay, it activates to    slow  enemies within, persisting for 0. 25  seconds after leaving the area or generating 3 stacks.|Death Ray - Active:   Viktor  fires an energy beam along the target path that deals  magic damage  to enemies hit and briefly grants    sight  of the area.|Chaos Storm - Active:   Viktor  conjures an arcane singularity at the target location, dealing  magic damage  to enemies within the area and    disrupting  their    channeled abilities .
Vladimir|Battlemage|Top|Ranged|Magic|Crimson Pact - Innate:   Vladimir  gains  (3. 3 %  bonus  health)  as    ability power  and  (160% AP)  as    bonus  health . These two bonuses do not stack with each other.|Transfusion - Active:   Vladimir  drains blood from the target enemy, dealing  magic damage  and    healing  himself. He then generates 1 point of    Crimson Rush  over the   cooldown .|Sanguine Pool - Active:   Vladimir  sinks into a pool of blood, becoming    untargetable  and    ghosted  for 2 seconds. He also gains    37. 5 %  bonus  movement speed  that decays exponentially over 1 second.|Tides of Blood - Active:   Vladimir     charges  for up to 1. 5  seconds, during which he increases  Tides of Blood's  damage over the first second of the channel, and becomes    slowed  by 20% afterwards for the remaining duration.  Tides of Blood  can be recast within the duration, and does so automatically afterwards or if it is    interrupted .|Hemoplague - Active:   Vladimir  spreads a virulent plague at the target location that infects enemies hit for 4 seconds, increasing the damage they take from all sources by 10%.
Volibear|Juggernaut|Jungle|Melee|Physical|The Relentless Storm - Innate:  Whenever  Volibear  damages at least one enemy with a  basic attack  or  ability , he generates a  stack  of  The Relentless Storm  for 6 seconds, refreshing on subsequent damage and stacking up to 5 times. At 5 stacks,  Volibear  gains  Lightning Claws .|Thundering Smash - Active:   Volibear  drops on all fours, becoming    ghosted  and gaining    bonus  movement speed  for 4 seconds, doubled while facing a    visible  enemy    champion  within 2000 units.|Frenzied Maul - Active:   Volibear  slashes the target enemy with his claws to deal  physical damage , apply    on-hit  and  on-attack  effects at 100% effectiveness, and mark them  Wounded  for 8 seconds.|Sky Splitter - Active:   Volibear  summons a lightning bolt to strike at the target location after a 2-second delay, granting    sight  of the area for 1 second after the first second of the delay. If  Volibear  is within the strike, he gains a    shield  equal to  14% of his  maximum  health   (+ 75% AP)  for 3 seconds.|Stormbringer - Active:   Volibear  gains  Stormbringer  for 12 seconds and    leaps  to the target location with    displacement immunity , granting    sight  of the area in a 500 radius during the travel.
Warwick|Diver|Top|Melee|Physical|"Eternal Hunger - Innate:   Warwick  deals  12 − 46 (based on level)   (+ 15%  bonus  AD)   (+ 10% AP)   bonus  magic damage     on-hit . 
While  below 50%  maximum  health ,  Warwick  also    heals  for 100% of the  post-mitigation damage  dealt by  Eternal Hunger , increased to 250% while  below 25%  maximum  health ."|Jaws of the Beast - Active:   Warwick     lunges  at the target enemy over  0. 264  seconds  and bites them, dealing  magic damage ,    healing  himself for a percentage of the  post-mitigation damage  dealt, as well as applying    on-hit  and  on-attack  effects, and    life steal  at 100% effectiveness. The damage based on the target's health ratio is capped against    monsters .|Blood Hunt - Passive:   Warwick  gains    bonus  attack speed  upon basic attacking an enemy who is below   50% of their  maximum  health , but loses it when not attacking them or switching to a target above the threshold.|Primal Howl - Active:   Warwick  gains damage reduction for up to 2. 5  seconds.  Primal Howl  can be recast after 1 second, and does so automatically after the duration.|Infinite Duress - Active:   Warwick     leaps  in the target direction with    crowd control immunity , stopping upon hitting an enemy champion. He then    knocks them down  and    channels  for up to 1. 5  seconds to    suppress ,    reveal , and deal  magic damage  every 0. 25  seconds,    revealing  himself in the process.
Wukong|Diver|Top|Melee|Physical|Stone Skin - Innate:   Wukong  gains    6 − 10 (based on level)   bonus  armor  and    regenerates  an additional 「  0. 35 % of his    maximum  health  every 5 seconds. 」 「  0. 07 % of his    maximum  health  each second. 」 Whenever  Wukong  or his    clone  damage an enemy    champion  or    monster , he generates a  stack  of  Strength of Stone  for 5 seconds, refreshing on subsequent hits and stacking up to 5 times. Stacks expire by one every second when the duration ends.|Crushing Blow - Active:   Wukong  empowers his next  basic attack  within 5 seconds to have an    uncancellable windup , gain    bonus  range , deal  bonus  physical damage , and inflict    armor reduction  for 3 seconds.|Warrior Trickster - Active:   Wukong  enters    invisibility  for 1 second and    dashes  in the target direction, leaving behind a    clone  of himself at his casting position for 3. 25  seconds.|Nimbus Strike - Active:   Wukong     dashes  to the target enemy's location and sends out    untargetable   clones  to strike up to two additional enemies near the target's location, dealing  magic damage .|Cyclone - Active:   Wukong  spins his staff around for up to 2 seconds, becoming    ghosted  and gaining    20%  bonus  movement speed . The staff deals  physical damage  every 0. 25  seconds to enemies hit, and can    knock them up  once for 0. 6  seconds.  Cyclone  will not    knock up  enemies who were already hit by either  Wukong  or his    clone  within the same cast.
Xayah|Marksman|Bottom|Ranged|Physical|Clean Cuts - Innate:   Feathers  shot by  Xayah  will linger in the ground at maximum range for 6 seconds.|Double Daggers - Active:   Xayah  barrages two  Feathers  in the target direction that each deal  physical damage  to enemies hit.|Deadly Plumage - Active:   Xayah  enters a frenzy for 4 seconds, gaining    bonus  attack speed  and empowering her basic attacks to strike a second time, dealing 20% damage.|Bladecaller - Active:   Xayah  recalls all planted  Feathers  to shoot back to her, each dealing  physical damage  to enemies hit, increased by  0% − 75% (based on critical strike chance) .  Bladecaller  deals 50% damage to    minions .|Featherstorm - Active:   Xayah  leaps into the air, becoming    untargetable  and    ghosted  for 1. 5  seconds. After 1 second, she shoots 5  Feathers  in a cone in the target direction that deal  physical damage  to enemies hit.
Xerath|Artillery|Support|Ranged|Magic|Mana Surge - Innate:  Periodically,  Xerath  empowers his next  basic attack  to restore    30 − 195 (based on level)   mana , doubled to  60 − 390 (based on level)  against enemy    champions .|Arcanopulse - Active:   Xerath     charges  while being    slowed  by  0% − 40% (based on channel time)  for up to 3 seconds to increase  Arcanopulse's    range  over the first 1. 5  to 1. 75  seconds of the channel.|Eye of Destruction - Active:   Xerath  casts down a blast of arcane energy that strikes the target location after  0. 528  seconds , briefly granting    sight  of the area and dealing  magic damage  to enemies hit and    slowing  them by 25% for 2. 5  seconds.|Shocking Orb - Active:   Xerath  fires an orb of energy in the target direction that deals  magic damage  to the first enemy hit and    stuns  them for  0. 75  − 2. 25  (based on orb travel distance)  seconds.|Rite of the Arcane - Active:   Xerath     channels  for up to 10 seconds, gaining the ability to recast  Rite of the Arcane  multiple times after 0. 5  seconds within the duration. If  Rite of the Arcane  ends without any of the recasts being used, half of its   cooldown  is refunded.
Xin Zhao|Diver|Jungle|Melee|Physical|Determination - Innate:   Xin Zhao's   basic attacks  and    Wind Becomes Lightning  strikes generate a  stack  of  Determination , stacking up to 3 times. The third stack consumes them all to deal  15 / 30 / 45 / 60% (based on level)  AD   bonus  physical damage  and    heal   Xin Zhao  for  3 / 3. 5  / 4% (based on level)  of his  maximum  health   (+ 65% AP) .|Three Talon Strike - Active:   Xin Zhao  empowers his next three basic attacks  on-attack  within 5 seconds to each have an    uncancellable windup , deal  bonus  physical damage  and reduce his other  abilities'     current  cooldowns  by 1 second. Each attack refreshes the duration.|"Wind Becomes Lightning - Active:   Xin Zhao  slashes in an arc and, after the cast time, thrusts his spear in a line in the target direction. Each strike deals  physical damage  to enemies hit, modified to  50% − 100% (based on level)  against    minions . 
The thrust deals increased damage, further by  0% − 33. 3 % (based on critical strike chance) , and    slows  enemies hit by 50% for 1. 5  seconds. Enemy    champions  and    monsters  hit are also marked  Challenged  for 3 seconds, during which they are    revealed ."|Audacious Charge - Active:   Xin Zhao     dashes  to the target enemy's location, dealing  magic damage  to enemies near them and    slowing  them by 30% for 0. 5  seconds.  Audacious Charge's  range is increased against  Challenged  targets.|Crescent Guard - Passive - Challenge:  The last enemy champion hit by  Xin Zhao's  basic attacks or    Audacious Charge  is marked  Challenged  for 3 seconds.
Yasuo|Skirmisher|Bottom|Melee|Physical|Way of the Wanderer - Innate - Intent:   Yasuo's     total  critical strike chance  is doubled from all other sources, but his    critical strikes  deal only 「  (157. 5 % +    36% ) AD   physical damage . 」 「 90% of the    critical damage  champions usually have. 」 Additionally, 「 every  1% critical strike chance  in excess of  100%  is converted into    0. 5   bonus  attack damage . 」 「 every  50% critical strike chance  in excess of  100%  is converted into    25  bonus  attack damage . 」|Steel Tempest - Active:   Yasuo  thrusts his sword in a line in the target direction that deals  physical damage  to enemies hit and applies    on-hit  and  on-attack  effects at 100% effectiveness to the first enemy hit.  Steel Tempest's  damage can    critically strike  for 「  (60. 375 % +    37. 8 % ) AD   bonus  physical damage . 」 「 90% of the    critical damage  champions usually have. 」|Wind Wall - Active:   Yasuo  raises a wall of wind that travels in the target direction over  0. 25  seconds . It then drifts another 50 units over 3. 75  seconds, blocking all hostile non-   turret     projectiles  that hit it and granting    sight  of its surroundings.|Sweeping Blade - Active:   Yasuo     dashes  a fixed distance in the direction of the target enemy. Upon impact, he deals them  magic damage , becomes    ghosted  for  2 seconds , and generates a stack of  Ride the Wind  for 5 seconds, which refreshes on subsequent hits and stacks up to 4 times.|Last Breath - Active:   Yasuo     blinks  to the other side of a    visible     airborne  enemy champion  nearest to the cursor , instantly generating maximum    Flow  while resetting    Gathering Storm  stacks.
Yone|Assassin, Skirmisher|Middle|Melee|Physical|Way of the Hunter - Innate - Intent:   Yone's     total  critical strike chance  is doubled from all other sources, but his    critical strikes  deal only 「  (157. 5 % +    36% ) AD   physical damage . 」 「 90% of the    critical damage  champions usually have. 」 Additionally, 「 every  1% critical strike chance  in excess of  100%  is converted into    0. 5   bonus  attack damage . 」 「 every  50% critical strike chance  in excess of  100%  is converted into    25  bonus  attack damage . 」|Mortal Steel - Active:   Yone  thrusts his  Steel Sword  in a line in the target direction that deals  physical damage  to enemies hit and applies    on-hit  and  on-attack  effects at 100% effectiveness to the first enemy hit.  Mortal Steel's  damage can    critically strike  for 「  (60. 375 % +    37. 8 % ) AD   bonus  physical damage . 」 「 90% of the    critical damage  champions usually have. 」|Spirit Cleave - Active:   Yone  cleaves his  Azakana Sword  in a cone in the target direction, dealing equal parts  physical  and  magic  damage to enemies hit. The  total  mixed damage has a minimum threshold of  40 − 410 (based on level)  against    minions  and a maximum threshold of  150 − 320 (based on level)  against    monsters .|Soul Unbound - Active:   Yone     dashes  a fixed distance in the target direction, discarding his body and entering  Spirit Form  for 5 seconds.  Yone's  body is    untargetable  and is sent the same distance behind the cast location, though not through terrain, and is reclaimed when  Soul Unbound  ends.|Fate Sealed - Active:   Yone  prepares a strike over the cast time, then  marks  all enemies within an area in the target direction,    knocking them down  and    stunning  them for 1 second. He    blinks   200 units  beyond the center of the last enemy    champion  struck, or else to  maximum range  instead.
Yuumi|Enchanter|Support|Ranged|Magic|Feline Friendship - Innate:  Periodically,  Yuumi's  next  basic attack , which has an    uncancelable windup  and gains   50  bonus  range ,  ability  hit against enemy champions, or    Final Chapter  hit on ally champions while    attached , will    heal  her for  25 − 110 (based on level)   (+ 15% AP) . If she is    attached  to an ally or does so within 4 seconds, they are healed for the same amount.|Prowling Projectile - Active:   Yuumi  fires an errant missile in the target direction that deals  magic damage  to the first enemy hit. If the target is a champion, they are also    revealed  and    slowed  by 20% for 1 second.| - Passive:  While  Yuumi  is    attached , she is    untargetable  (except by    turrets  and inbound    projectiles ) and casts her abilities from the  Anchor's  position, empowering them with additional effects.|Zoomies - Active:   Yuumi  grants herself a    shield  and gains    bonus  attack speed  for 3 seconds. She also gains    20%  bonus  movement speed  while the shield holds.|Final Chapter - Active:   Yuumi  and    Book     channel  for up to 3. 5  seconds, launching 5 waves in the target direction.
Zac||Support|Melee|Magic|Cell Division - Innate - The Secret Weapon:   Zac  gains increased percentage  size  equal to  1. 5 % of his  bonus  health , capped at 35% increased size at  2333. 3 3   bonus  health .  Zac's  size also reduces based on his  missing  health , down to 70%  total  size while at  0% health .|Stretching Strikes - Active:   Zac  stretches his left arm in the target direction that catches the first enemy hit, dealing  magic damage ,    slowing  them by 40% for 0. 5  seconds, and forming a    tether  between  Zac  and the target for 2 seconds, during which they are    revealed .|Unstable Matter - Active:   Zac  explodes to deal  magic damage  to nearby enemies, capped against    minions  and    monsters .|Elastic Slingshot - Active:   Zac     charges  for up to 4. 5  seconds to increase  Elastic Slingshot's    range  over a cone in the target direction.| - Active:   Zac  bounces after the cast time, then bounces 3 additional times each second over 3 seconds, during which he also gains    20% − 50% (based on duration)   bonus  movement speed  but becomes unable to declare basic attacks and cast    Stretching Strikes  and    Elastic Slingshot .
Zed|Assassin|Jungle|Melee|Physical|Contempt for the Weak - Innate:   Zed's   basic attacks  against targets  below 50%  maximum  health  are empowered to deal  6 / 8 / 10% (based on level)  of the target's  maximum  health  as  bonus  magic damage .|Razor Shuriken - Active:   Zed  throws a shuriken in the target direction that deals  physical damage  to enemies hit, reduced to 60% against targets beyond the first.|Living Shadow - Passive:   Zed  restores    energy  whenever he and his    Shadows  or multiple  Shadows  hit an ability on the same target. This may only occur once per cast ability.|Shadow Slash - Active:   Zed  slashes to deal  physical damage  to nearby enemies.|Death Mark - Active:   Zed  becomes    untargetable  and, after 0. 6  seconds, he    dashes  125 units through the target enemy champion over 0. 35  seconds. Afterwards, he becomes targetable again, renders the target  Marked for Death  for 3 seconds, and gains    ghosting  for the same duration.
Ziggs|Artillery|Middle|Ranged|Magic|Short Fuse - Innate:  Periodically,  Ziggs  empowers his next  basic attack  to deal  20 − 160 (based on level)   (+ 50% AP)   bonus  magic damage , 「 increased by 75% against  structures . 」 「 increased to  35 − 280 (based on level)   (+ 87. 5 % AP)  against  structures . 」|Bouncing Bomb - Active:   Ziggs  throws a bomb to the target location that bounces forward up to two times, with the distance traveled each time being based on how far it was originally thrown.|Satchel Charge - Active:   Ziggs  hurls a charge to the target location, remaining there for 4 seconds and granting    sight  of the area.  Satchel Charge  can be recast within the duration, and does so automatically afterwards. If recast while in flight, the charge will explode immediately upon landing.|Hexplosive Minefield - Active:   Ziggs  scatters a cluster of 11 proximity mines over the target location that grant    sight  of the area for 2 seconds,  arming after 0. 5  seconds  and lasting for up to 10 seconds.|Mega Inferno Bomb - Active:   Ziggs  catapults the  Mega Inferno Bomb  to the target location, granting    sight  within a 600 radius around its destination for 4 seconds.
Zilean|Specialist|Support|Ranged|Magic|Time in a Bottle - Innate:   Zilean  generates    2 / 3. 5  / 5 / 6 / 12 (based on level)  experience  (does not count towards his own  level up ) every 5 seconds.  Time in a Bottle  is on cooldown when the game starts and becomes disabled when  Zilean  reaches level 18.|Time Bomb - Active:   Zilean  throws a ticking time bomb to the target location that grants    sight  of its surroundings. The bomb will attach itself to units that move within the epicenter, or those hit directly,    revealing  them.|Rewind - Active:   Zilean  reduces the    remaining  cooldowns of    Time Bomb  and    Time Warp  by 10 seconds each.|Time Warp - Active:   Zilean  applies  Time Warp  to the target champion which lasts for 2. 5  seconds.|Chronoshift - Active:   Zilean  places a protective time rune on the target allied    champion  or himself for 5 seconds.
Zoe|Burst|Middle|Ranged|Magic| - Innate:  After casting an  ability ,  Zoe  empowers her next  basic attack  or    Spell Thief  bolt within 5 seconds to become    non-projectile  and deal  16 − 130 (based on level)   (+ 20% AP)   bonus  magic damage .|Paddle Star - Active:   Zoe  shoots a star in the target direction that explodes upon hitting an enemy, dealing  magic damage  to nearby enemies hit, reduced to 80% for enemies hit beyond the first. The  total  damage is increased by  0% − 150% (based on distance traveled) .|Spell Thief - Passive - Wheeeee:  Whenever  Zoe  casts  Spell Thief  or a summoner spell, she gains    bonus  movement speed  for a duration, and summons three bolts that orbit her for the next 10 seconds.|Sleepy Trouble Bubble - Active:   Zoe  kicks a bubble in the target direction that bursts upon the first enemy hit, otherwise lingering at maximum range over 1 second, then becoming a trap for 5 seconds that bursts upon contact with an enemy. The bubble can move through  terrain  only once, but travels the entire distance as  bonus  range, and will fall short if it would enter terrain again.|Portal Jump - Active:   Zoe     blinks  in the target direction and remains there for 0. 75  seconds, during which she sets her  movement speed  to a  static 0  and has    unobstructed vision . Afterwards, she    blinks  back to her casting position.
Aurelion Sol|Battlemage|Middle|Ranged|Magic|"Cosmic Creator - Innate:   Aurelion Sol's  damaging  abilities  against enemies generate him permanent stacks of  Stardust , which gradually augments his abilities.
"|Breath of Light - Active:   Aurelion Sol     charges  for up to 3. 25  seconds to exhale a beam of starfire, during which he can steer the beam in the target direction. The beam collides with the first enemy hit to    reveal  them and deal  magic damage  every 0. 125  seconds, reduced to 50% for other surrounding enemies hit by the beam.|Astral Flight - Active:   Aurelion Sol     dashes  in the target direction and resets    Breath of Light's    cooldown . During flight, he has    unobstructed vision  and    Breath of Light  has no cooldown and maximum channel duration and its flat damage is increased, but  Astral Flight's  dash speed is reduced by 50% during its channel.|Singularity - Active:   Aurelion Sol  conjures a black hole at the target location after a  0. 5 -second delay  that lasts for 5 seconds, granting    sight  of the area and dealing  magic damage  every 0. 25  seconds to enemies within.|Falling Star - Active:   Aurelion Sol  calls down a star that strikes the target location after 1. 25  seconds, dealing  magic damage  to enemies hit and    stunning  them for 1 second. This generates  5 Stardust  for each enemy    champion  hit.
Diana|Assassin, Diver|Middle|Melee|Magic|Moonsilver Blade - Innate:   Diana  gains    15% − 35% (based on level)   bonus  attack speed . After casting an  ability , this bonus is tripled to  45% − 105% (based on level)  for 5 seconds.|Crescent Strike - Active:   Diana  unleashes a bolt of lunar energy that travels in a counter-clockwise arc before exploding at the target location, granting    sight  of the area for 0. 5  seconds and dealing  magic damage  to enemies hit and afflicting them with  Moonlight  for 3 seconds, during which they are    revealed .|Pale Cascade - Active:   Diana  grants herself a    shield  for up to 5 seconds and creates three spheres that orbit her counterclockwise for the same duration, detonating upon contact with an enemy to deal  magic damage  to nearby enemies.|Lunar Rush - Active:   Diana     dashes  to the target enemy's location, and upon completion, she deals them  magic damage  and consumes    Moonlight  from all enemies. If the target is within 400 range,  Diana  will dash through their location.|Moonfall - Active:   Diana     pulls  in all nearby enemies, during which they are    revealed , then    slows  them for 2 seconds.
Evelynn|Assassin|Jungle|Melee|Magic|Demon Shade - Innate:   Evelynn  shrouds herself in  Demon Shade  after not performing actions that    break stealth  for 4 seconds. Attacking or casting abilities ends  Demon Shade  immediately and places it on a 4-second  static cooldown , reduced to 1. 25  seconds from casting    Last Caress . Taking damage from    champions  or    turrets  interrupts  Demon Shade  and places it on a 1. 5 -second  static cooldown .|Hate Spike - Active:   Evelynn  launches a dart in the target direction, dealing  magic damage  to the first enemy hit and marking them for 4 seconds.|Allure - Active:   Evelynn   curses  the target enemy    champion  or medium or large    monster  for 5 seconds.|Whiplash - Active:   Evelynn  whips the target enemy with her lashers, dealing  magic damage  and applying    on-hit  effects at 100% effectiveness.|Last Caress - Active:   Evelynn  reveals her true form, becoming    untargetable  at the start of the cast time and then unleashing her lashers in a cone in the target direction, dealing  magic damage  to enemies struck within. After  0. 5  seconds , she    blinks  700 units in the opposite direction and becomes targetable again.
Garen|Juggernaut|Top|Melee|Physical|Perseverance - Innate:   Garen     regenerates 「  1. 5 % − 10. 1 % (based on level)  of his    maximum  health  every 5 seconds. 」 「  0. 15 % − 1. 01 % (based on level)  of his    maximum  health  every 0. 5  seconds. 」|Decisive Strike - Active:   Garen     cleanses  himself of all    slows  and gains    35%  bonus  movement speed  for a duration.|Courage - Passive:  Whenever  Garen  kills an enemy, he generates a  stack  of  Courage , stacking up to 150 times.|Judgment - Active:   Garen  rapidly spins his sword around himself 7 (+ 1 per  25%  bonus  attack speed ) times over 3 seconds, becoming unable to declare basic attacks but gaining    ghosting  and dealing  physical damage  to nearby enemies  periodically .  Judgment  can be recast after 1 second while active, and does so automatically after it ends.|Demacian Justice - Active:   Garen  calls upon the might of  Demacia  onto the target enemy    champion , dealing them    true damage  as well as    revealing  them for 1 second at the start of the cast time.
Jax|Skirmisher|Jungle|Melee|Physical|Relentless Assault - Innate:   Jax's   basic attacks  generate a  stack  of  Relentless Assault   on-attack  for 2. 5  seconds, refreshing on subsequent attacks and stacking up to 8 times. Stacks expire by one every 0. 25  seconds when the duration ends.|Leap Strike - Active:   Jax     dashes  to the target unit's location.|Empower - Active:   Jax  empowers his next  basic attack  or    Leap Strike  against an enemy within 10 seconds to deal  bonus  magic damage , reduced to 50% against  structures . If  Empower  is used on a basic attack, it will gain   50  bonus  range  and have an    uncancellable windup .|Counter Strike - Active:   Jax  enters  Evasion  for 2 seconds: a defensive stance that causes him to    dodge  all incoming non-   turret  basic attacks and take 25% reduced damage from all  area of effect  abilities from    champions .    Counter Strike  can be recast after 1 second, and does so automatically after the duration.|Grandmaster-At-Arms - Passive:   Jax's   basic attacks  generate a stack of  Grandmaster-At-Arms     on-hit  for 2. 5  seconds, refreshing on subsequent hits and stacking up to 2 times. At 2 stacks, his next basic attack is empowered to consume them all to deal  bonus  magic damage , reduced to 50% against  structures . While  Grandmaster-At-Arms  is active, the empowered attack triggers at 1 stack instead.
Kai'Sa|Marksman|Bottom|Ranged|Magic|Second Skin - Innate - Living Weapon:   Kai'Sa  can evolve each of her  basic abilities  by gaining a set amount of permanent  stats  from  items  and  stat growth , granting them additional effects. Evolving an ability causes her to enter a 2-second  cast time . The upgrade is lost if the stat requirement is no longer met.|Icathian Rain - Active:   Kai'Sa  releases a swarm of 6 missiles that evenly distributes among nearby    visible  enemies, each one hitting their target after 0. 4  seconds to deal  physical damage .    Minions  below    35% health  take double damage.|Void Seeker - Active:   Kai'Sa  fires a void bolt in the target direction that briefly grants    sight  around its trajectory as it travels, deals  magic damage  to the first enemy hit, applies  2 Plasma , and    reveals  them for 4 seconds.|Supercharge - Active:   Kai'Sa  charges up over the cast time, during which she is still able to move, becoming    ghosted  and gaining    bonus  movement speed  for the duration, with the effectiveness increased by  0% − 100% (based on  bonus  attack speed) .|Killer Instinct - Active:   Kai'Sa  grants herself a    shield  for 2 seconds and    dashes  to a target location near a    visible  enemy champion that was  affected  by  Plasma  within the last 4 seconds. The shield's duration is refreshed when the dash ends.
Kindred|Marksman|Jungle|Ranged|Physical|Mark of the Kindred - Innate:  Both  Lamb  and  Wolf  mark targets to  hunt . Scoring a    takedown  against a  hunted  target collects a stack of  Mark of the Kindred .  Mark of the Kindred:   Lamb  gains  75 − 250 (based on marks)     bonus  range  on her basic attacks and    Mounting Dread .|Dance of Arrows - Active:   Lamb     dashes  toward the target location, gaining    35%   (+ 5% per    mark )   bonus  attack speed  for 4 seconds and firing an arrow at up to 3 nearby    visible  enemies that deals  physical damage . Her current attack target within any proximity will be prioritized by one of the arrows.| - Passive:  As  Kindred  move and attack, they build up to 100 stacks of  Hunter's Vigor . At maximum stacks,  Lamb's  next basic attack    heals  her for  0% − 100% (based on  Kindred's   missing  health)  of  47 − 81 (based on level) . The heal is not triggered if  Kindred  is at full health.|Mounting Dread - Active:   Lamb  fires a shot at the target enemy that    slows  them by 30%  (+ 5% per 100 AP)  for 1 second and marks them for 4 seconds. Her basic attacks against the marked target each apply a  stack , refreshing the duration and stacking up to 3 times.| - Active:   Lamb  blesses the ground under herself for 4 seconds and enters a  0. 264  seconds   cast time .  All  units inside the zone gain a    minimum health threshold  of   10% of their  maximum  health , and will become    invulnerable  for the remaining duration when they reach or are at the threshold, during which they also cannot be    healed , but can still    regenerate health .
Malphite||Support|Melee|Magic|Granite Shield - Innate - Shard of the Monolith:   Malphite  gains increased percentage  size  equal to  8% of his  total  armor , capped at 35% increased size at  437. 5  armor .|Seismic Shard - Active:   Malphite  sends a shard to the target enemy that deals  magic damage  and    slows  them for 3 seconds.|Thunderclap - Passive:   Malphite  gains    bonus  armor , tripled while    Granite Shield  is active.|Ground Slam - Active:   Malphite  slams the ground beneath him, dealing  magic damage  to nearby enemies and    crippling  them for 3 seconds.|Unstoppable Force - Active:   Malphite     dashes  with    displacement immunity  to the target location. Upon arrival, he deals  magic damage  to nearby enemies and    knocks them up  for 1. 5  seconds.
Milio|Enchanter|Support|Ranged|Magic| - Innate:   Milio's   ability  hits on himself and allied    champions  grant an enchantment for 4 seconds, which causes the next basic attack or ability hit against enemies to deal  7 / 11 / 15% (based on level)  of enchanted target's AD     bonus  magic damage  and apply a burn that deals 「  10 − 50 (based on level)   (+ 20% of  Milio's  AP)   magic damage  over 1. 5  seconds. 」 「  1. 67  − 8. 33  (based on level)   (+ 3. 33 % of  Milio's  AP)   magic damage  every 0. 25  seconds over 1. 5  seconds. 」|Ultra Mega Fire Kick - Active:  After a 0. 25 -second delay,  Milio  kicks a fireball in the target direction that grants    sight  of its path and    knocks back  and    stuns  the first enemy it hits over 1 second.|Cozy Campfire - Active:   Milio  summons a fuemigo at the target location or upon the target allied champion for 6 seconds that follows the nearest allied champion and grants    sight  of its surroundings. Allied champions near the fuemigo gain    bonus  attack range  equal to a percentage of their  base  attack range and    heal  every  0. 264  seconds  over the duration.|Warm Hugs - Active:   Milio  envelops himself or the target allied champion in protective flames, granting the target a    shield  and    bonus  movement speed  for 2. 5  seconds.|Breath of Life - Active:   Milio  explodes in soothing flames,    healing  and    cleansing  himself and nearby allied champions of non-   airborne     crowd control , and granting them 65%    tenacity  for 3 seconds.
Ornn||Top|Melee|Physical|Living Forge - Innate - Living Forge:   Ornn  can purchase non- consumable   items  from anywhere on the field by forging them himself, and is also presented a  Forge Menu  to quickly forge his recommended items. Once  Ornn  selects an item to forge, he    channels  for 4 seconds, building the item and paying its    gold  cost upon completion. The channel is    interrupted  if  Ornn  takes damage from enemy    champions  or    turrets .  Living Forge  is disabled for 4 seconds after starting the channel.|Volcanic Rupture - Active:   Ornn  sends a fissure in the target direction that deals  physical damage  to enemies hit and    slows  them by 40% for 2 seconds.|Bellows Breath - Active:   Ornn     marches  forward  90  units in the target direction over 0. 75  seconds, gaining    displacement immunity  and becoming    unable to act  for the duration.|Searing Charge - Active:   Ornn     charges  in the target direction, dealing  physical damage  to enemies he passes through and stopping upon colliding with terrain.|Call of the Forge God - Active:   Ornn  sounds his horn, summoning a lava elemental at maximum range from the target direction that stampedes towards his casting position at increasing speed. The elemental deals  magic damage  to enemies it passes through and    slows  them for 2 seconds.
Pantheon|Diver|Middle|Melee|Physical|Mortal Will - Innate:   Pantheon  generates a  stack  of  Mortal Will  whenever he lands a  basic attack     on-hit  or casts an  ability , stacking up to 5 times. At 5 stacks,  Pantheon's  next basic ability consumes the stacks to become empowered with an additional effect.|Comet Spear - Active:   Pantheon     charges  while being    slowed  by 10% for up to 4 seconds to increase  Comet Spear's    range  after 0. 35  seconds of channeling.  Comet Spear  can be recast within the duration.|Shield Vault - Active:   Pantheon     leaps  to the front of the target enemy's location. If the target is within 800 units upon arrival, he deals  physical damage  and    stuns  them for 1 second. Against minions and monsters,  Shield Vault  has a minimum damage of 60 and is capped at 200.|Aegis Assault - Active:   Pantheon  braces his shield in the target direction and    channels  for 1. 5  seconds, during which he becomes    invulnerable  to non-   turret  damage dealt by enemies from the target direction. He also continually performs strikes in a cone in front of him, dealing  8. 3 % AD   physical damage  every 0. 125  seconds to enemies hit, reduced by 50% against    minions  and up to  100% AD   total  physical damage .|Grand Starfall - Passive:   Pantheon  gains    armor penetration .
